Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA03/2018/0003/F,21/12/2017,,03/01/2018,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Detached dwelling and garage in substitution of application T/2008/0308/RM,220m West of 20 & 22 Dunore Road Aldergrove Crumlin,"312,820","382,553",Approved,Approved,29/06/2018,Q1,,,24.4,, 
LA03/2018/0007/F,21/12/2017,,21/12/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,2 Storey Garage,14 Creeve Road  Randalstown BT41 3LW,"305,258","388,294",Approved,Approved,16/04/2018,Q1,,,15.0,, 
LA03/2018/0009/F,21/12/2017,,22/12/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Commercial,Urban, , ,Alteration of entrance steps to provide safe access/egress,Bank of Ireland  275-279 Antrim Road  Glengormley  BT36 7QN,"331,862","382,147",Approved,Approved,05/04/2018,Q1,,,13.4,, 
LA04/2017/2807/F,21/12/2017,,21/12/2017,Belfast,BELFAST NORTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension,22 Strathmore Park North  Belfast  BT15 5HR,"333,052","378,438",Approved,Approved,05/04/2018,Q1,,,13.6,, 
LA04/2017/2812/DCA,21/12/2017,,21/12/2017,Belfast,BELFAST SOUTH,Other consents,Local,Other,Urban, , ,"Part demolition required for alterations and replacement single storey rear extension to flat 1, conversion of flat No.2 to 2No. flats including alterations.",45 University Street  Belfast  BT7 1FY,"333,646","372,823",Approved,Approved,16/05/2018,Q1,,,19.2,, 
LA04/2017/2813/F,21/12/2017,,21/12/2017,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Single storey extension to rear, part demolition of rear store.",66 Ailesbury Road  Belfast  BT7 3FH,"334,579","371,280",Approved,Approved,30/04/2018,Q1,,,17.0,, 
LA04/2018/0092/F,21/12/2017,,21/12/2017,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban other, ,"Alterations and replacement single storey rear extension to flat 1, conversion of flat No.2 to 2No. flats including alterations.",45 University Street  Belfast  BT7 1FY,"333,646","372,823",Approved,Approved,16/05/2018,Q1,,,19.2,, 
LA05/2017/1311/F,21/12/2017,,21/12/2017,Lisburn and Castlereagh,STRANGFORD,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single storey extension to side & rear of dwelling,46 Gransha Road  Comber,"341,208","368,928",Approved,Approved,20/04/2018,Q1,,,15.8,, 
LA05/2017/1318/F,21/12/2017,,21/12/2017,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Rear sunroom extension,8 Grove Street  Lisburn  BT27 4YQ,"327,758","364,754",Approved,Approved,08/05/2018,Q1,,,18.0,, 
LA05/2017/1319/A,21/12/2017,,21/12/2017,Lisburn and Castlereagh,LAGAN VALLEY,Consent to Display,Local,Other,Rural: Countryside, , ,Retention of Totem sign,163 Dromore Road  Hillsborough,"322,375","356,508",Approved,Approved,15/11/2018,Q3,,,44.6,, 
LA05/2018/0004/F,21/12/2017,,21/12/2017,Lisburn and Castlereagh,BELFAST SOUTH,Full,Local,Civic,Rural: Countryside, , ,"Proposed installation of 35 metre slimline lattice telecommunications tower and equipment enclosure to support installation of Tetra Emergency Services radio network and perimeter CCTV services. The proposed installation would support the establishment of essential emergency services radio communications in support of prison operations, as well as benefiting all other blue light service users. Systems deployed will be 10 nr Tetra aerial transmit in UHF band and 2 nr point to point link transmission aerials is SHF bands",Hydebank Wood  Hospital Road  Belfast,"334,287","367,686",Approved,Approved,08/02/2019,Q4,,,56.0,, 
LA05/2018/0071/F,21/12/2017,,24/01/2018,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Agricultural,Rural: Countryside, , ,Proposed garage (for horse box) isolation unit associate with existing stable block.,Land 180m east of 27 Oughley Road  Saintfield,"337,688","361,013",Pending, ,,,,,,1,12 months and over
LA05/2018/0073/F,21/12/2017,,24/01/2018,Lisburn and Castlereagh,BELFAST SOUTH,Full,Local,Civic,Urban, , ,"2 no temporary mobile classroom units converted for use as Community facility to include training room, youth rooms, kitchen, toilets & disabled toilet.",Land to rear of 11 to 19 Killynure Gardens  Carryduff,"336,959","364,920",Approved,Approved,13/08/2018,Q2,,,27.2,, 
LA06/2017/1456/F,21/12/2017,,04/01/2018,Ards and North Down,NORTH DOWN,Full,Local,Change of Use,Rural: Settlement, , ,Retention of change of use of first and second floors of building from medical services to offices and associated storage. No internal or external alterations to building.,No 1 Donaghadee Road  Groomsport  Co.Down  BT19 6LG,"353,864","383,324",Approved,Approved,18/07/2018,Q2,,,26.4,, 
LA06/2017/1457/F,21/12/2017,,21/12/2017,Ards and North Down,STRANGFORD,Full,Local,Civic,Rural: Countryside, , ,Proposed new entrance and laneway (amended plans),No 17a Tullyhubbert Road  Moneyreagh  Newtownards  BT23 6BY,"340,650","365,700",Withdrawn,Withdrawn,,,11/04/2018,Q1,14.4,, 
LA06/2017/1460/F,21/12/2017,,04/01/2018,Ards and North Down,STRANGFORD,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling and garage including new access and all associated site works,Approx 380m north west of 4c Ballyquintin Road Portaferry,"362,119","347,596",Approved,Approved,12/10/2018,Q3,,,38.6,, 
LA06/2017/1461/F,21/12/2017,,21/12/2017,Ards and North Down,NORTH DOWN,Full,Local,Residential,Urban,Urban housing developments, ,"Conversion of existing dwelling to 4 apartments to include demolition of rear parts of dwelling, construction of new two storey extension and alterations with associated landscaping and ancillary storage building.",'Ardavon'  16 Glen Road  Cultra  Holywood  BT18 0HB,"342,113","380,716",Approved,Approved,02/01/2019,Q4,,,50.6,, 
LA07/2018/0038/F,21/12/2017,,21/12/2017,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,"Erection of dwelling and detached garage, in substitution for development approved under ref R/2013/0109/F",60 metres South of 3 Tullyree Road  Kilcoo  BT34 5JP,"328,825","333,026",Approved,Approved,18/04/2018,Q1,,,15.4,, 
LA07/2018/0048/F,21/12/2017,,21/12/2017,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,"Demolition of existing barns and construction of new build self-catering holiday letting unit, in substitution for barn conversion approved under application LA07/2015/1030/F",10 metres north west of 56 Levalleyreagh Road  Ballyagholy  Rostrevor,"316,477","322,285",Pending, ,,,,,,1,12 months and over
LA08/2018/0019/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Industrial,Urban, , ,Proposed industrial unit with single storey offices and associated siteworks,Lands 80 metres south east of no 5 Charlestown Drive  Portadown  Craigavon,"302,982","357,569",Approved,Approved,30/07/2018,Q2,,,29.2,, 
LA08/2018/0028/O,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for dwelling and garage,Lands 60 metres north of 18 Valley Road  Ballycross  Banbridge  BT32 4HP,"315,132","349,774",Approved,Approved,11/06/2018,Q1,,,22.6,, 
LA08/2018/0029/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Farm dwelling and garage in substitution for approval under application N/2013/0211/O.,60 metres south east of 46 Ballynagarrick Road  Portadown,"305,709","351,330",Approved,Approved,31/07/2018,Q2,,,29.4,, 
LA08/2018/0033/F,21/12/2017,,08/01/2018,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,"Proposed erection of 31 no dwellings comprising of 8 no detached, 20 no semi-detached and 3 no townhouse dwellings with associated car-parking, landscaping and other associated site works",Lands located approximately 160m east of nos. 7 to 33 Drumford Meadow  Portadown  BT63 5GD and 190m south of nos. 56 & 62 Drumnagoon Road  Portadown  BT63 5RE,"303,323","356,259",Pending, ,,,,,,1,12 months and over
LA08/2018/0034/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Civic,Rural: Countryside, , ,"Construction of a new entrance to No. 5 Ballymagerny Road, Loughgall (amended description)",Lands adjacent and west of No.5 Ballymagerney Road Loughgall,"291,059","352,980",Approved,Approved,05/09/2018,Q2,,,34.4,, 
LA08/2018/0035/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Industrial,Rural: Countryside, , ,Relocation and replacement of existing asphalt plant.,Glebe Hill Quarry  Glebe Hill Road  Tandragee  Craigavon  Co Armagh  BT62 2DP,"303,368","345,014",Approved,Approved,15/11/2018,Q3,,,44.6,, 
LA08/2018/0036/O,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",UPPER BANN,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for infill dwelling (amended plan),Between 70 and 72 Deans Road  Bleary  Craigavon,"306,969","354,875",Approved,Approved,29/06/2018,Q1,,,25.4,, 
LA08/2018/0038/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,"Proposed housing development of 18 units (2 detached dwelling, 8 pairs of semi detached dwellings) to replace existing dwellings and gardens between 49 and 61 Inn Road Dollinstown.",49 - 61 Inn Road Taugrane Dollingstown Craigavon BT66 7JN/JW,"311,046","358,092",Pending, ,,,,,63.4,1,12 months and over
LA08/2018/0039/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of dwelling and garage (amended proposal),Between 57 and 53 Castor Bay Road  Lurgan  BT67 9LE,"307,879","360,989",Approved,Approved,07/08/2018,Q2,,,30.4,, 
LA08/2018/0040/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Replacement single urban dwellings, ,Proposed erection of replacement dwelling and ancillary works (amended plans),170 Bridge Street  Portadown,"301,891","354,526",Approved,Approved,11/06/2018,Q1,,,22.6,, 
LA08/2018/0041/F,21/12/2017,,21/12/2017,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,"Erection of 8 No. dwellings - 4 No. 2 storey with attached garages, 3 No. 1 and a half storey with detached garages and 1 No. one and a half storey, with attached garage with access provide under previous approval N/2014/0270/F (Amended proposal)",Lands 180m northeast of Lurgan Golf Club House; including lands up to and joining Kilmore Road  Lurgan  BT67 9BN,"308,909","359,303",Pending, ,,,,,,1,12 months and over
LA09/2017/1789/F,21/12/2017,,21/12/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Commercial,Rural: Countryside, , ,.Proposed UPVC Cladded shed for dog-care accommodation,Adjacent to 37 Eglish Road  Mulboy  Dungannon,"278,528","360,292",Approved,Approved,12/09/2018,Q2,,,35.4,, 
LA09/2017/1791/F,21/12/2017,,21/12/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed farm dwelling and garage,25m to the rear of 36 Loves Road  Magherafelt,"292,249","389,846",Approved,Approved,27/06/2018,Q1,,,25.0,, 
LA09/2017/1792/F,21/12/2017,,21/12/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed single storey kitchen/dining extension to side of existing dwelling,Cronghill House 80 Rehaghy Road Aughnacloy Dungannon,"272,387","353,724",Approved,Approved,23/04/2018,Q1,,,16.0,, 
LA09/2017/1793/O,21/12/2017,,21/12/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed replacement dwelling and garage,6 Mawillian Road  Moneymore,"288,226","382,279",Approved,Approved,19/04/2018,Q1,,,15.6,, 
LA09/2017/1799/RM,21/12/2017,,21/12/2017,Mid Ulster,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed new dwelling and garage,Site at 20 N.E. of 49 Brough Road and adjacent to Brough Road Crossroads  Castledawson,"294,255","392,317",Approved,Approved,11/06/2018,Q1,,,22.6,, 
LA10/2017/1362/HSC,21/12/2017,,21/12/2017,Strategic Planning Division,WEST TYRONE,Other consents,Local,Other,Rural: Countryside, , ,Storage of hazardous substances,Lands to the north of Crockanboy Road  Greencastle (approx 1km to NW of Greencastle),"258,417","384,344",Pending, ,,,,,,1,12 months and over
LA11/2018/0013/F,21/12/2017,,21/12/2017,Derry and Strabane,FOYLE,Full,Local,Civic,Rural: Countryside, , ,"Proposed park and ride site for car parking and bus manoeuvres. Site will contain surface car parking, lighting and drainage (revised drawings and application site)",Lands 60m North of 92 Glenshane Road,"247,586","414,401",Approved,Approved,04/10/2018,Q3,,,38.6,, 
LA11/2018/0015/F,21/12/2017,,21/12/2017,Derry and Strabane,WEST TYRONE,Full,Major,Other,Urban, , ,"Public realm improvements compromising resurfacing of footways with granite and concrete paving, granite kerbing, enhancements to street tree planting, street lighting and street furniture; demolition & removal of the public toilets in Market Street and the protruding wall at no 3 Railway Street; removal of the Pagoda building at the junction of Castle Street and Abercorn Square; and a reconfiguration of the existing small embankments along Market Street adjacent to the Butcher Street Car Park. The proposals also include improvements to the junction at Railway Street/Abercorn Square/Derry Road/Canal Street, resulting in a realignment of the traffic flows and creation of a new public space in Abercorn Square; improvements to the junctions at Market Street/Butcher Street/Church Street and Main Street/Market Street/Bridge Street, resulting in a realignment of traffic flows; relocation of taxi rank and improvements to on-street parking and service areas.",Lands adjacent to 2-80 and 1-39 Railway Street  The Ni Fire & Rescue Station Railway Street  1-7 and 2-8 Derry Road  19 Hazelwood  31-39 and 50 Patrick Street  1-9 Canal Street  1-3 Dock Street  18 John Wesley Street  the junction of John Wesley Street and Railway Street  1-49 and 1-12 Abercorn Square  1-23 and 2-30 Castle Street  1-5 and 8 Castle Place  Market street  1-23  8-36 and 43 Main Street  1-3 and 2-4 Bridge Street  21-31 Butchers Street  2 Church Street  Strabane Town Centre  Strabane,"234,498","397,826",Pending, ,,,,,,1,12 months and over
LA11/2018/0018/F,21/12/2017,,21/12/2017,Derry and Strabane,EAST LONDONDERRY,Full,Local,Civic,Rural: Countryside, , ,"Proposed park and ride site for car parking and bus manoeuvres. Site will contain site surface car parking, lighting and drainage (revised drawings and application site)",Lands 90m west of 613B Baranailt Road.,"254,493","408,244",Pending, ,,,,,,1,12 months and over
LA01/2017/1654/F,22/12/2017,,22/12/2017,Causeway Coast and Glens,NORTH ANTRIM,Full,Major,Civic,Rural: Countryside, ,Wind farm,"Construction of a wind farm comprising 6 no. wind turbines ( maximum 149.9 metres to blade tip), an electrical substation / control building, energy storage area, construction compound, junction improvements at A8 Ballymena Road/Belfast Road/Browndod Road/Drumahoe Road roundabout, A8/ Shanes Hill Road roundabout, A36 Shanes Hill Road - bend at Starbog Road junction, A36/A44 roundabout, A44/Hillside Road junction, a new access onto the Coolkeeran Road ( 158m South of 24 Coolkeeran Road) and all associated ancillary works.",Lands approx. 615m East of 16 Coolkeeran Road  Armoy in the townlands of Kilcroagh and Carrowlaverty  approx. 2.5km South East of Armoy.,"309,037","431,156",Refused,Refused,30/11/2018,Q3,,,46.6,, 
LA01/2018/0011/F,22/12/2017,,22/12/2017,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Civic,Rural: Countryside, , ,Proposed alteration to entrance off laneway to dwelling.,252 Drones Road  Dunloy.,"305,049","422,020",Approved,Approved,05/10/2018,Q3,,,38.6,, 
LA01/2018/0012/O,22/12/2017,,22/12/2017,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling on the farm with detached double garage.,30m North of 98 Finvoy Road  Ballymoney.,"295,701","421,181",Approved,Approved,27/12/2018,Q3,,,49.8,, 
LA01/2018/0014/DCA,22/12/2017,,22/12/2017,Strategic Planning Division,EAST ANTRIM,Other consents,Local,Other,Rural: Settlement, , ,"Demolition and removal from site of approximately 59m of existing mass concrete coastal retaining wall and a section of redundant footpath (new footpath 10m landward of the existing). The soil will be regarded and comprise erosion control matting and will be planted with native grass species.  In addition, relocation of 1No. bin 1 No. lamp post to the south of the new path will be required.",Cushendall Bay  Cushendall. ( South of the River Dall ).,"324,284","427,718",Pending, ,,,,,67.4,1,12 months and over
